,102,104,105,106,107,10,110,112,113,114,116,118,11,120,121,122,123,124,125,126,127,129,130,131,132,133,134,140,141,142,14,150,151,153,154,157,159,15,160,161,162,163,164,165,16,170,171,172,173,174,175,176,177,179,17,180,181,183,184,185,186,187,18,193,194,196,197,198,199,19,1,200,203,206,207,208,209,20,211,214,218,222,224,225,226,227,229,22,232,234,239,23,242,243,244,245,247,24,252,254,255,258,259,260,261,262,264,267,268,26,272,276,277,278,279,27,282,283,284,285,286,289,28,291,292,293,294,296,299,29,300,302,304,306,308,309,30,311,312,314,315,316,317,318,319,31,320,321,322,324,327,328,329,32,331,333,334,335,336,337,33,340,342,343,344,345,346,347,350,354,355,357,358,35,361,362,363,366,368,369,36,370,371,372,375,376,378,379,38,39,40,41,42,43,45,47,48,50,53,54,59,61,65,66,67,68,69,6,70,71,76,78,79,7,80,84,85,86,87,88,89,92,93,94,95,96,97,99,9
GH27,2,0,2,0,0,1,0,2,0,1,1,0,3,0,0,0,0,2,0,0,1,4,1,2,2,2,2,2,0,1,1,2,0,0,0,0,2,0,2,4,1,2,0,3,0,4,3,1,0,2,1,3,1,1,0,1,1,2,3,1,0,2,1,2,3,1,0,0,1,0,2,0,2,2,0,2,1,2,1,1,1,3,0,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,1,2,0,1,1,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2,2,0,1,1,0,1,1,0,0,3,0,0,0,0,0,3,1,1,1,1,2,0,1,0,1,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
GH7,8,5,2,5,5,4,2,2,2,3,2,2,5,2,0,1,3,2,6,1,4,6,4,5,2,2,2,2,1,4,1,3,2,2,2,1,7,4,3,5,6,4,0,5,3,5,5,1,1,2,6,5,2,6,1,0,3,2,5,7,1,2,8,2,2,4,0,2,1,4,2,0,3,2,2,2,2,2,2,3,2,2,3,2,2,1,1,4,2,0,2,3,2,3,4,2,5,9,5,4,6,2,5,5,0,0,1,4,6,1,6,7,4,3,7,10,6,7,7,3,7,2,2,4,6,6,4,3,0,4,1,4,2,8,2,4,4,5,1,5,4,1,4,5,0,4,0,5,2,3,6,0,1,8,2,2,2,2,1,4,6,0,4,4,0,9,2,0,3,2,3,2,2,6,0,6,2,2,0,1,0,5,2,2,9,6,1,4,2,4,4,6,4,3,0,0,6,0,6,6,3,1,5,3,3,3,3,2,4,7,6,0,0,3,5,2,6,5,3,6,8,8,6,5,6,3,0,2,1
PL3,1,2,0,1,2,0,6,0,1,5,0,5,7,7,0,0,0,0,2,0,0,6,0,6,0,0,0,0,0,2,0,0,5,5,0,0,7,2,5,6,2,5,0,5,1,7,7,0,0,0,2,6,0,6,1,0,3,0,6,1,0,0,1,0,0,2,1,6,0,2,0,0,15,15,0,0,0,0,0,2,0,1,7,0,0,2,2,2,0,1,0,9,0,1,2,6,1,1,2,1,4,5,2,3,0,0,0,2,3,1,3,3,2,0,3,1,2,3,3,6,3,0,2,2,1,2,0,5,0,0,0,0,0,1,2,2,6,1,0,2,1,1,1,1,0,0,0,0,1,9,1,0,0,1,0,0,0,0,0,2,2,0,1,1,0,1,1,0,1,0,1,0,0,1,0,2,3,2,1,3,0,5,0,0,1,9,3,0,5,2,3,2,4,1,0,0,2,0,0,0,0,0,2,1,1,1,1,0,1,3,1,0,2,0,0,0,1,1,0,2,1,1,2,2,2,5,0,1,0
GT21,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
GH31,12,6,5,5,6,9,7,7,5,10,7,7,8,7,0,1,0,4,7,4,9,18,9,6,6,6,7,4,0,6,6,8,1,7,3,1,12,7,10,7,7,6,2,7,5,8,7,5,0,7,2,8,7,6,2,4,4,6,7,14,1,7,9,5,4,2,0,6,5,7,5,3,10,10,2,7,7,7,6,1,5,5,8,6,3,1,9,7,3,6,0,7,6,4,8,10,6,10,4,3,8,6,8,5,4,4,1,4,8,4,6,7,5,3,5,7,5,7,6,8,8,5,8,3,5,8,4,10,2,9,5,5,6,9,1,4,9,3,2,5,4,3,9,8,4,11,5,9,9,9,5,4,1,8,3,7,6,6,3,10,5,0,3,2,1,8,3,0,10,7,3,2,1,5,1,9,5,2,6,1,1,10,2,4,5,7,5,3,10,4,5,6,5,1,5,5,9,5,5,4,0,3,6,7,11,11,11,2,4,7,5,3,3,2,5,7,5,5,1,8,13,13,4,6,8,6,0,3,2
CE4,5,4,3,4,4,7,7,4,8,6,4,4,6,6,0,1,0,3,4,0,5,11,6,9,2,4,4,3,1,6,4,5,4,6,6,2,7,7,6,8,5,6,1,8,6,9,7,1,0,3,3,9,3,5,1,9,2,3,8,8,0,4,7,4,2,2,2,7,1,7,2,18,6,7,1,4,3,4,2,4,2,5,9,3,1,3,7,7,3,5,1,7,4,3,1,8,3,6,2,4,2,7,7,2,2,3,1,1,2,4,1,2,3,3,1,5,2,2,1,8,7,5,6,5,4,5,3,6,2,8,1,4,3,8,1,1,12,3,0,1,1,5,7,7,4,6,10,6,7,6,4,4,2,8,4,2,3,4,2,11,5,0,2,1,0,8,0,0,6,4,2,2,1,5,1,3,5,2,4,0,0,6,2,4,5,9,2,2,8,2,3,4,7,1,3,3,5,3,4,3,0,0,4,7,5,5,6,2,6,4,5,3,3,2,3,5,5,5,4,5,7,7,5,4,5,4,0,3,1
GH71,6,3,7,5,3,5,1,5,3,3,4,1,4,0,0,0,0,5,4,0,5,7,5,3,3,4,3,3,1,1,2,5,2,2,2,0,5,2,3,4,3,3,3,4,0,5,4,4,1,5,2,4,5,2,1,0,3,5,4,7,0,4,7,7,5,3,0,1,3,2,2,0,3,3,2,4,4,5,4,8,4,11,3,4,2,2,2,2,0,3,2,2,4,0,4,1,3,6,2,3,5,1,2,5,0,0,0,1,4,1,0,0,3,1,0,4,0,0,0,2,2,4,1,2,6,3,4,2,0,6,1,2,4,7,1,3,1,3,0,5,1,2,4,0,0,2,1,4,4,2,6,0,0,5,4,3,5,5,1,2,4,0,0,0,0,8,0,1,3,5,1,0,0,7,0,4,1,1,2,1,1,2,4,4,4,0,0,0,1,2,6,4,2,1,1,1,5,1,5,2,0,0,4,4,3,4,3,5,3,3,6,2,0,2,5,6,6,5,0,5,7,4,3,4,5,0,0,1,1
GH16,12,13,14,15,14,13,22,14,15,13,11,13,16,19,1,4,1,14,14,6,13,24,12,19,12,13,13,9,0,12,13,12,13,16,7,3,18,14,12,18,15,16,3,16,12,18,18,7,2,15,8,17,8,11,0,5,8,13,18,13,5,14,13,15,13,7,3,21,8,14,10,6,12,12,5,14,12,16,12,11,12,7,23,12,8,8,16,14,7,4,9,14,15,6,12,11,11,16,14,14,16,15,16,11,16,16,2,11,18,8,9,10,14,10,8,13,8,9,7,22,11,9,7,9,13,13,9,11,1,14,6,14,12,14,3,9,12,11,3,14,9,14,13,10,16,13,9,13,13,26,14,17,0,14,14,12,16,15,5,9,14,0,8,7,0,14,4,1,12,15,5,2,1,15,5,15,3,5,1,3,3,12,14,15,14,13,6,4,7,3,12,15,17,1,21,19,17,19,15,8,1,3,13,13,10,9,10,8,10,13,14,20,7,3,13,11,16,13,7,17,13,13,13,13,13,10,4,3,4
GH72,3,5,4,5,5,5,3,5,6,7,6,3,7,3,1,4,4,5,6,6,6,13,6,7,5,5,5,5,0,6,5,6,2,3,3,1,11,6,7,7,9,7,1,7,7,7,7,4,2,5,7,7,5,5,2,1,4,5,7,4,2,5,4,6,5,3,1,3,3,6,5,3,7,7,5,5,5,5,5,6,5,6,3,5,4,5,5,6,6,1,2,8,5,4,5,8,5,4,5,4,5,3,7,5,5,5,1,4,5,3,5,5,5,4,5,6,5,5,5,4,1,3,4,1,5,9,5,7,0,5,2,6,5,4,2,2,7,2,2,5,5,4,6,6,6,6,2,8,5,4,5,6,0,4,5,5,5,5,3,7,5,2,4,1,0,4,1,0,6,5,3,1,1,5,2,5,3,4,1,3,0,11,5,5,5,3,4,0,4,3,6,5,7,4,5,5,5,5,5,5,2,3,5,8,8,7,8,2,5,5,5,5,1,0,5,6,5,5,3,5,4,4,5,5,6,3,2,5,2
GH55,9,5,9,6,7,6,4,8,4,3,5,2,8,2,0,0,1,6,6,1,5,7,6,6,8,8,8,8,0,4,7,5,1,4,0,1,3,5,2,6,7,6,1,6,3,6,9,0,0,7,3,6,4,3,1,3,2,8,6,7,2,7,8,10,8,1,0,4,5,5,7,1,5,5,5,9,8,8,6,4,6,1,2,10,8,2,3,5,2,0,1,3,7,2,6,3,7,9,6,3,9,2,2,6,3,3,0,5,9,1,4,6,3,1,6,8,3,6,4,4,3,3,0,2,4,8,3,2,1,5,1,4,5,8,1,2,4,4,0,5,3,2,4,3,6,4,4,2,5,2,5,5,0,10,7,8,8,8,3,3,6,0,3,0,0,6,0,0,6,8,4,0,1,5,0,4,4,3,0,0,0,3,7,10,10,4,3,0,4,2,5,6,6,0,11,11,5,11,6,3,2,1,8,2,6,7,5,4,8,12,6,6,1,1,4,4,5,4,1,6,7,7,6,4,5,1,1,2,3
CE3,4,9,2,2,9,1,6,3,4,2,1,3,9,5,1,0,0,1,9,0,1,2,1,8,2,2,2,2,0,1,3,1,3,4,2,0,4,2,2,9,14,9,1,9,2,10,11,1,2,3,11,9,1,8,1,0,4,3,9,4,1,2,5,2,2,7,3,6,0,2,2,0,1,1,2,2,1,5,2,1,3,2,6,3,2,2,0,2,2,0,0,1,2,2,10,2,9,6,8,6,6,5,6,11,6,6,4,9,7,2,3,4,9,7,3,8,3,3,2,8,0,0,1,0,3,13,0,2,0,1,2,7,1,5,3,6,2,8,0,6,6,3,7,3,7,1,0,8,3,2,3,7,1,7,1,3,3,4,0,3,9,0,7,3,0,8,3,0,2,4,1,4,4,2,2,9,1,7,0,0,1,5,1,1,5,6,4,0,1,0,1,9,5,1,3,3,10,3,3,2,1,0,4,5,2,2,2,0,9,7,3,3,2,5,3,3,3,3,4,9,4,4,9,9,8,1,2,2,1
PL1,2,7,0,1,7,3,11,1,4,8,4,5,12,8,0,1,0,0,7,2,3,13,3,11,2,1,1,1,0,3,2,3,4,10,7,0,10,2,8,11,2,9,0,13,2,13,13,2,2,2,2,12,2,7,2,0,5,2,12,2,0,1,0,0,0,6,2,11,0,2,1,0,14,14,1,2,1,2,1,7,1,4,12,0,0,2,4,2,1,0,0,9,0,2,9,8,4,2,6,3,10,9,5,5,0,0,0,6,11,3,6,8,7,1,5,2,6,7,6,11,4,1,2,3,0,2,2,8,0,3,1,2,0,0,0,3,8,6,0,4,3,2,6,6,0,5,0,4,3,16,1,0,0,1,0,1,1,2,1,4,7,0,3,4,0,0,1,0,5,2,2,2,1,1,0,8,7,4,0,4,0,7,0,0,1,15,5,1,10,2,5,7,8,0,0,0,7,0,1,0,1,0,5,4,5,5,5,0,3,7,1,1,1,1,1,2,1,1,0,8,2,1,7,7,8,7,0,0,0
GH47,12,8,8,8,8,7,10,8,7,11,7,8,8,9,1,0,0,8,9,0,8,17,7,8,8,8,8,8,0,7,8,7,4,8,4,3,12,10,11,8,10,8,1,8,8,9,9,6,1,8,10,9,5,6,1,3,6,7,9,12,0,8,11,8,8,5,3,10,7,10,7,5,11,11,7,8,7,8,9,9,7,6,10,8,7,6,6,10,5,2,4,11,8,8,8,11,7,12,5,5,11,7,10,6,6,6,0,5,11,5,5,6,8,4,6,8,6,6,4,10,7,3,4,5,7,10,4,11,0,8,4,8,7,12,1,5,11,8,1,6,3,8,10,7,8,6,2,11,6,12,8,8,0,14,8,7,8,8,6,10,9,1,4,4,1,12,0,0,7,8,3,0,1,9,1,9,4,6,2,1,3,8,8,8,10,8,2,1,5,2,3,9,8,3,8,8,9,8,8,4,3,2,10,10,5,7,5,5,7,10,8,8,3,3,5,6,8,8,5,9,12,13,8,9,9,5,2,4,3
AA11,5,3,3,4,3,5,4,2,2,5,3,4,5,4,0,2,1,3,4,1,2,7,2,5,2,2,2,2,1,3,2,2,3,4,3,0,6,4,5,5,4,5,1,6,4,5,5,2,2,2,5,5,2,5,2,0,5,2,5,5,0,2,3,3,3,4,1,4,2,3,2,0,5,5,1,2,2,2,2,2,2,2,4,3,3,3,2,3,3,1,1,7,2,4,3,6,2,3,4,2,3,4,5,4,5,5,0,3,3,6,3,4,3,1,3,6,3,5,3,4,0,1,8,0,2,5,3,7,0,3,2,4,2,3,1,2,5,2,1,3,2,3,5,6,4,3,0,6,4,5,4,4,0,3,3,2,2,2,0,5,3,0,2,0,0,3,0,2,3,2,1,1,1,4,3,2,5,2,1,0,1,5,3,3,6,4,1,0,8,5,4,3,4,2,5,5,3,5,4,3,1,2,5,4,2,2,2,3,6,6,4,5,1,0,4,3,3,4,2,3,5,5,3,3,3,6,2,3,3
GH75,1,0,4,1,0,3,2,5,2,0,2,0,3,1,1,0,0,2,1,1,1,1,1,3,5,5,5,3,0,0,5,2,0,1,0,0,2,0,0,3,1,2,0,3,0,3,3,0,0,5,1,3,0,2,0,0,3,4,3,1,0,5,1,5,2,2,0,2,3,0,2,0,0,0,2,5,5,5,3,0,5,0,2,5,4,0,0,0,0,0,2,0,5,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,2,2,0,0,2,1,2,2,2,3,0,1,0,0,1,1,1,0,0,2,2,2,5,1,0,1,0,0,0,1,0,3,1,0,1,2,0,1,3,2,1,1,0,1,3,5,5,5,2,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,1,2,0,0,0,0,1,3,3,2,1,0,0,2,1,1,0,2,0,5,5,1,5,1,0,0,0,1,1,2,2,2,3,1,2,1,1,1,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1
CE5,8,4,4,3,6,3,8,5,2,15,1,9,17,9,1,0,1,4,6,2,4,15,3,15,3,5,4,3,0,5,4,3,7,9,5,1,21,2,15,14,12,15,0,14,3,15,17,2,0,6,7,15,1,13,1,0,9,4,15,8,0,5,6,5,3,9,2,9,4,3,5,0,11,11,1,4,5,5,5,10,3,9,11,4,2,7,9,3,1,3,1,10,5,3,8,15,5,7,5,1,5,8,10,4,2,2,2,6,5,26,6,5,4,2,6,6,5,6,5,10,3,1,4,2,3,11,3,16,0,3,2,6,4,4,2,3,13,4,1,3,3,7,11,10,3,5,0,10,6,10,4,3,0,7,4,5,5,5,1,11,7,0,4,5,0,6,4,0,6,5,2,3,4,3,1,7,3,4,2,4,1,5,4,5,4,12,1,3,2,2,4,7,8,1,13,8,8,11,3,0,1,1,6,9,3,4,3,2,5,4,4,5,3,1,2,1,4,4,2,7,7,8,5,5,7,10,4,4,1
GT2_Chitin_synth,6,6,5,6,6,9,8,6,8,5,9,6,7,7,0,2,3,6,7,6,9,14,9,8,7,7,6,6,0,7,6,8,2,9,7,0,7,6,6,7,6,7,6,8,4,7,7,8,1,7,3,7,8,5,3,13,2,8,7,6,2,6,6,6,7,3,2,8,3,6,5,30,6,6,5,7,7,6,7,6,8,5,8,7,4,5,6,6,4,7,2,5,7,5,6,7,6,6,6,6,7,5,5,8,6,6,0,4,6,7,6,6,6,5,6,8,7,6,6,11,10,7,5,9,5,6,4,5,5,9,4,7,6,6,6,4,7,4,3,6,3,6,6,7,6,7,9,5,7,7,6,6,3,6,6,8,7,6,4,7,6,0,4,2,1,5,1,0,9,6,7,1,3,6,2,7,6,1,4,0,1,8,7,6,6,7,2,6,6,5,6,6,7,3,6,6,6,6,6,4,2,3,7,7,8,8,8,8,7,7,6,7,3,8,5,8,6,6,1,6,6,6,6,6,6,7,2,3,3
GT2_Glyco_tranf_2,2,2,2,2,2,3,3,2,3,6,2,2,4,2,0,1,0,2,2,0,5,9,5,4,2,2,2,2,0,1,2,4,1,4,1,0,7,1,5,3,2,4,2,3,1,3,4,1,0,1,1,3,1,1,0,4,2,2,3,4,0,2,4,1,2,2,0,3,1,2,2,3,4,4,0,2,2,2,2,3,1,5,2,2,2,0,4,2,1,2,1,4,2,0,0,4,2,4,2,2,1,1,3,3,2,2,0,0,1,0,1,1,2,1,1,2,0,1,1,3,1,1,0,1,2,2,0,4,1,3,0,1,2,4,0,0,1,1,1,2,1,2,2,2,3,4,3,3,3,2,2,3,1,3,2,2,2,2,1,3,2,0,2,1,0,3,1,0,3,2,0,1,0,2,0,1,1,2,2,0,0,3,2,2,4,4,0,2,0,0,0,2,2,1,2,2,1,2,2,2,0,1,3,5,3,3,4,1,2,2,2,3,3,1,2,3,2,2,1,0,4,4,2,1,1,0,0,1,1
CE10,13,22,18,13,21,33,32,15,25,23,34,17,48,23,2,3,1,12,20,8,37,42,34,44,16,15,15,9,1,15,14,37,13,35,13,1,29,20,22,50,21,35,6,41,11,53,47,19,2,15,11,52,23,24,1,13,12,16,52,16,2,18,20,20,12,15,2,30,6,21,12,15,23,23,7,17,12,18,14,20,12,26,59,12,6,4,18,21,6,12,1,23,18,5,20,21,13,26,18,9,26,19,26,20,11,11,2,15,20,14,10,15,14,7,13,21,11,17,7,35,12,12,8,8,9,21,10,21,2,36,7,17,12,21,2,10,30,13,5,17,12,15,28,16,13,32,13,22,29,47,14,11,0,21,13,14,16,18,2,22,23,1,8,7,0,18,5,0,27,16,10,3,5,13,0,27,1,8,7,1,3,23,14,16,21,33,2,9,12,7,14,24,26,6,21,22,26,23,11,4,3,4,16,23,26,23,29,9,21,18,15,17,10,3,6,23,15,10,8,24,14,17,18,20,21,13,4,3,2
AA1,11,13,7,10,14,10,12,10,7,10,12,2,22,7,0,1,1,7,14,4,10,14,10,19,10,10,10,6,0,7,10,10,3,12,8,3,12,8,9,21,14,21,4,21,4,21,21,4,1,9,11,20,7,15,3,0,6,8,21,12,2,9,14,7,5,10,2,10,6,8,7,6,9,9,4,10,8,9,7,5,7,9,17,8,5,1,11,8,1,2,4,8,10,1,12,11,8,15,13,8,17,7,9,16,6,5,2,6,15,4,2,3,10,0,4,20,4,5,1,12,7,5,3,5,9,16,3,9,0,9,5,6,8,15,1,6,8,8,1,6,4,7,8,8,5,7,1,13,9,15,13,7,1,19,8,7,9,9,3,10,13,0,6,3,0,12,4,0,10,9,3,3,4,11,2,13,3,4,1,1,2,11,6,8,19,4,0,6,5,3,9,14,13,1,10,10,12,10,11,6,1,0,9,12,8,11,6,5,14,7,13,10,3,10,10,8,13,13,0,14,12,11,14,13,11,3,4,5,7
GT62,3,4,3,3,4,3,3,3,3,3,3,3,4,3,0,0,2,3,4,2,3,6,3,4,3,3,3,3,1,2,2,3,1,3,1,1,3,3,3,4,4,4,1,4,3,4,4,3,0,3,3,4,3,4,3,5,4,3,4,3,2,3,3,3,2,2,0,3,2,3,3,7,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,0,1,3,3,2,4,3,4,3,4,3,4,3,3,4,3,3,1,4,4,3,3,3,4,2,3,3,3,3,3,3,0,2,3,0,3,4,3,3,2,3,1,3,2,3,2,4,3,2,1,4,3,2,3,2,2,3,5,3,3,3,3,3,0,3,3,3,3,3,2,3,4,0,4,3,0,3,2,0,3,3,0,2,2,3,0,4,3,3,0,1,3,3,3,3,3,3,2,0,3,3,3,4,4,2,3,3,4,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,1,0,3,3,3,3,1,4,3,3,3,3,4,3,2,2,1
GH51,3,0,0,1,2,1,2,1,1,3,2,1,2,2,0,0,0,0,1,0,2,4,2,2,1,1,0,0,0,2,0,2,0,1,0,0,3,2,3,2,2,2,0,2,2,2,2,0,0,0,2,2,0,2,0,0,0,1,2,3,0,0,1,0,0,1,0,1,0,2,0,0,3,3,0,1,1,1,0,1,0,1,2,0,0,0,3,2,0,1,0,2,0,0,0,3,0,2,1,0,1,0,2,1,1,1,0,1,2,2,2,4,1,1,3,2,1,1,0,2,6,0,2,2,1,2,1,3,0,1,0,2,0,2,0,0,3,0,0,1,0,1,2,2,1,2,0,2,1,2,1,1,0,2,0,0,1,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,3,1,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,2,1,2,0,1,1,1,0,0,0,1,1,1,1,1,2,3,3,0,1,1,2,0,0,0
GH115,1,1,1,2,2,2,2,1,0,1,1,1,2,1,0,0,0,1,1,1,2,3,2,2,1,1,1,0,0,1,1,1,0,1,1,0,1,3,1,2,2,1,0,1,2,2,2,1,0,1,0,2,1,0,0,0,0,1,2,1,0,1,2,1,0,1,0,1,0,2,0,0,2,2,0,1,1,1,1,0,1,1,3,1,0,1,1,3,1,1,0,1,1,0,1,2,1,2,1,2,2,1,2,2,0,0,0,0,1,1,1,1,0,0,1,3,1,1,0,2,2,0,1,1,1,1,1,2,0,3,1,1,1,2,0,0,3,0,0,2,0,0,1,1,0,1,0,1,1,3,2,0,0,2,1,1,1,1,0,2,2,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,3,0,1,3,2,1,1,1,0,1,2,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1,3,2,2,0,0,0,0,0,2,2,0,2,1,1,2,2,2,1,1,1,0
GT32,5,1,5,3,1,2,5,5,4,2,4,1,3,3,2,1,1,6,1,2,5,6,5,4,5,5,6,6,0,4,6,3,1,3,2,3,3,4,2,3,7,3,1,4,3,3,3,2,1,6,6,3,1,2,0,0,1,6,4,6,1,6,6,5,3,2,0,3,4,4,5,0,4,4,5,5,5,6,6,3,5,1,4,5,5,1,3,4,2,1,4,4,6,2,1,4,2,4,2,3,2,4,3,3,6,5,0,0,2,1,3,4,1,1,3,3,5,4,2,4,1,3,2,0,4,6,0,3,0,4,1,1,6,5,0,2,2,1,1,3,2,2,2,1,4,2,0,2,4,8,5,4,1,4,5,5,5,6,5,3,1,0,0,0,0,5,0,0,5,6,0,0,0,2,0,2,1,1,1,1,0,1,4,5,7,3,1,1,2,0,1,1,1,0,2,2,2,2,2,2,1,0,6,2,4,4,5,3,3,6,5,2,0,1,3,4,5,3,1,2,6,6,1,0,2,1,0,1,3
GT8,2,2,4,2,2,5,4,3,5,4,3,4,4,4,0,0,0,3,2,1,4,7,4,5,3,3,3,2,0,3,4,3,1,4,2,0,5,5,4,4,4,5,1,4,3,4,4,0,0,3,2,4,2,3,1,1,1,2,4,3,0,4,2,3,2,1,0,4,0,6,1,2,6,6,1,3,2,3,1,5,2,5,7,3,1,3,6,6,3,3,1,4,2,2,3,3,3,2,3,1,2,3,9,3,3,3,0,1,2,4,2,2,2,1,2,4,2,3,2,6,4,1,5,3,1,4,3,4,1,4,1,2,2,2,1,2,4,2,1,2,1,3,5,3,2,3,2,10,4,4,2,2,0,2,3,1,3,3,1,6,2,0,0,0,0,2,0,0,2,3,2,0,0,2,0,3,2,1,3,1,0,5,2,3,2,7,2,2,6,2,5,2,3,2,2,2,3,2,2,1,0,0,3,10,2,1,2,1,4,3,1,2,2,2,1,5,2,1,2,3,2,2,1,2,3,5,0,3,0
GH18,14,12,23,8,12,24,16,26,14,15,19,11,18,12,1,1,0,16,14,3,17,23,17,18,25,29,27,19,1,11,20,17,10,19,9,2,20,9,19,24,18,14,6,23,8,24,18,7,2,24,9,25,7,8,1,7,7,24,23,17,4,22,10,21,17,7,5,15,15,10,17,12,16,16,9,29,19,26,20,7,18,9,19,20,11,3,5,10,1,2,8,12,22,5,15,7,13,15,16,13,22,14,11,20,17,17,2,7,21,3,10,18,11,7,12,17,11,18,8,20,13,6,8,10,12,19,4,15,2,21,11,15,18,10,4,13,13,8,0,15,15,16,14,8,17,16,4,12,13,22,16,18,0,10,15,17,24,24,8,12,14,1,7,3,1,14,2,0,18,25,6,3,2,11,2,22,4,8,2,0,1,9,18,22,14,19,2,7,6,6,14,15,12,1,23,24,17,22,7,3,0,4,20,10,14,17,18,9,11,23,13,23,2,2,7,10,13,11,9,25,16,14,13,13,17,3,8,1,9
GH127,3,2,1,0,1,1,1,1,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,1,0,0,1,1,1,0,1,2,1,1,1,0,1,1,2,2,1,1,0,2,0,2,2,0,0,0,0,1,0,1,0,0,0,1,2,3,0,1,5,0,0,1,0,1,0,1,0,0,4,3,0,1,1,1,0,0,0,1,3,0,0,0,1,1,0,1,0,0,1,0,1,2,2,1,0,1,1,1,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,1,1,1,0,1,1,2,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,2,1,1,0,0,0
GH53,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,1,0,2,2,0,0,1,2,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
GH79,2,5,2,2,5,4,1,2,0,2,4,1,6,0,0,0,0,3,5,0,5,4,3,4,3,2,2,2,0,1,3,5,0,1,0,0,2,1,2,7,3,6,0,7,0,7,5,1,0,4,3,7,2,4,0,3,3,3,7,2,0,4,3,2,1,3,0,1,2,1,1,0,2,2,1,3,2,3,2,0,2,5,2,2,0,0,4,1,0,1,1,3,4,0,5,3,5,4,5,1,7,0,1,4,0,0,0,4,6,0,0,2,4,2,2,3,1,2,1,1,11,0,0,10,2,3,1,2,0,4,1,4,2,3,1,2,3,3,0,2,1,1,1,2,0,6,3,1,5,1,2,0,0,1,3,2,3,3,2,3,5,0,2,1,0,3,1,0,3,3,0,1,0,2,1,6,0,3,1,0,0,1,2,2,3,0,3,2,1,1,3,5,5,0,4,4,6,4,2,1,0,0,3,2,3,3,3,0,3,4,2,0,0,1,1,0,2,2,3,6,2,2,5,4,6,0,1,1,2
