,actual_coverage,# contigs,pooled_library,N50,L50,BGC_count,Complete BUSCOS (%),dataset,BGC total length (Mbp),Assembly length (Mbp)
330,0.0,5221.0,2,9429.0,1022.0,36.0,91.01,ELF,0.5-1,30.31528
332,26.971926058451388,15935.0,2,2653.0,3670.0,19.0,74.85,ELF,0.1-0.5,31.334859
333,24.849239157453912,13124.0,2,3561.0,2855.0,28.0,86.66,ELF,0.1-0.5,32.951693
334,39.29766927711781,11207.0,2,4466.0,2360.0,36.0,91.46,ELF,0.1-0.5,33.784454
335,15.137982775614274,19460.0,2,1077.0,6073.0,0.0,23.09,ELF,<0.1,19.50026
336,0.0,2426.0,2,26354.0,393.0,42.0,95.5,ELF,1-1.5,34.363685
337,23.227319581347036,17034.0,2,776.0,6084.0,0.0,,ELF,<0.1,13.375183
339,26.82530794283157,16890.0,2,742.0,6234.0,0.0,3.35,ELF,<0.1,12.763408
340,167.5315453800461,981.0,2,580.0,431.0,0.0,0.1,ELF,<0.1,0.589389
341,13.88260275150121,23935.0,2,1118.0,7427.0,0.0,29.8,ELF,<0.1,24.4303
342,16.307859134565735,20493.0,2,969.0,6759.0,0.0,18.98,ELF,<0.1,18.88185
343,20.659345974292144,19011.0,2,712.0,7200.0,0.0,2.44,ELF,<0.1,13.894041
344,0.0,5494.0,2,9940.0,1008.0,29.0,87.96,ELF,0.1-0.5,32.96771
345,15.995330880628748,17976.0,2,879.0,6179.0,0.0,13.64,ELF,<0.1,15.373777
346,22.6911203184387,18816.0,2,778.0,6724.0,0.0,4.95,ELF,<0.1,14.789911
347,146.8645902936594,756.0,2,699.0,220.0,0.0,,ELF,<0.1,0.609107
349,0.0,9038.0,2,5785.0,1767.0,61.0,90.7,ELF,0.5-1,34.202633
350,21.49882174645591,1954.0,2,1175.0,511.0,0.0,,ELF,<0.1,2.090382
352,116.11330671855879,41.0,2,3778.0,5.0,0.0,,ELF,<0.1,0.099694
353,16.96939220469953,11514.0,2,4353.0,2427.0,36.0,85.98,ELF,0.1-0.5,34.46769
354,0.0,20379.0,2,1108.0,6298.0,7.0,19.51,ELF,<0.1,20.89459
356,24.49690537911536,11384.0,2,793.0,4098.0,0.0,12.35,ELF,<0.1,9.000941
357,17.272037403983546,18230.0,2,846.0,6385.0,0.0,12.27,ELF,<0.1,15.20052
360,16.14416179722415,17589.0,2,795.0,6377.0,0.0,6.02,ELF,<0.1,13.94239
361,0.0,22102.0,2,2420.0,5294.0,61.0,74.31,ELF,0.1-0.5,40.784717
362,0.0,22720.0,2,1756.0,5704.0,1.0,53.28,ELF,<0.1,32.33271
363,35.84743684850476,6109.0,2,764.0,2170.0,0.0,2.6,ELF,<0.1,4.784091
364,102.96257934294744,2551.0,2,2731.0,308.0,1.0,,ELF,<0.1,4.405401
365,0.0,29704.0,2,1577.0,7753.0,2.0,29.34,ELF,<0.1,38.95352
366,19.522879594019223,4730.0,2,634.0,1894.0,0.0,,ELF,<0.1,3.161529
367,16.13213977725976,9766.0,2,2643.0,2303.0,0.0,37.27,ELF,<0.1,19.576346
368,17.349676063867477,9796.0,2,815.0,3365.0,0.0,8.38,ELF,<0.1,8.030441
369,0.0,16196.0,2,3004.0,3658.0,31.0,75.84,ELF,0.1-0.5,35.191028
370,13.76996571313599,15656.0,2,2659.0,3672.0,28.0,68.14,ELF,0.1-0.5,31.252202
371,19.81808940139855,12471.0,2,3623.0,2691.0,43.0,83.31,ELF,0.1-0.5,31.973728
372,20.397802499087,10863.0,2,669.0,4344.0,0.0,3.7,ELF,<0.1,7.426072
374,0.0,9264.0,2,8549.0,1484.0,40.0,89.56,ELF,0.5-1,42.886778
375,0.0,1341.0,2,45108.0,229.0,32.0,92.45,ELF,0.5-1,33.263602
376,25.070218892075417,12937.0,2,708.0,4862.0,0.0,1.5,ELF,<0.1,9.472522
377,10.723522269531985,23801.0,2,908.0,8068.0,0.0,13.64,ELF,<0.1,20.908769
378,0.0,24528.0,2,1997.0,5817.0,2.0,42.99,ELF,<0.1,38.732199
379,239.8597924892113,350.0,2,1992.0,64.0,0.0,,ELF,<0.1,0.54455
